This file was created using the 202601 Bloomberg database. It contains
value- and equal-weighted returns for the intersections of 5 ME portfolios
and 5 BE/ME portfolios in Europe.

The portfolios are constructed at the end of June.  ME is market cap at the end
of June.  BE/ME is book equity at the last fiscal year end of the prior calendar
year divided by ME as of  6 months before formation.  Firms with negative
BE are not included in any portfolio.

The annual returns are from January to December.

The break points include utilities and include financials.

The portfolios include utilities and include financials.

Missing data are indicated by -99.99.



  Average Value Weighted Returns -- Monthly
 ,SMALL LoBM,ME1 BM2,ME1 BM3,ME1 BM4,SMALL HiBM,ME2 BM1,ME2 BM2,ME2 BM3,ME2 BM4,ME2 BM5,ME3 BM1,ME3 BM2,ME3 BM3,ME3 BM4,ME3 BM5,ME4 BM1,ME4 BM2,ME4 BM3,ME4 BM4,ME4 BM5,BIG LoBM,ME5 BM2,ME5 BM3,ME5 BM4,BIG HiBM
201110    ,524    ,386    ,556    ,760   ,1651     ,99     ,94    ,125    ,118    ,143     ,67     ,47     ,73     ,77     ,86     ,58     ,68     ,58     ,41     ,55     ,48     ,54     ,51     ,59     ,54
201111    ,524    ,384    ,552    ,759   ,1644     ,98     ,92    ,123    ,117    ,141     ,67     ,47     ,73     ,77     ,86     ,57     ,67     ,57     ,41     ,55     ,48     ,54     ,51     ,59     ,54
201112    ,523    ,380    ,546    ,757   ,1632     ,98     ,91    ,123    ,117    ,141     ,67     ,47     ,73     ,76     ,86     ,57     ,67     ,57     ,41     ,55     ,48     ,54     ,51     ,59     ,54
201201    ,522    ,378    ,539    ,752   ,1624     ,98     ,91    ,123    ,117    ,141     ,67     ,46     ,72     ,76     ,86     ,57     ,67     ,57     ,41     ,55     ,48     ,54     ,51     ,59     ,53
201202    ,518    ,375    ,536    ,747   ,1613     ,98     ,91    ,122    ,117    ,141     ,67     ,46     ,71     ,76     ,86     ,57     ,67     ,57     ,41     ,55     ,48     ,54     ,51     ,59     ,53
201203    ,516    ,373    ,532    ,738   ,1601     ,96     ,91    ,121    ,115    ,141     ,66     ,46     ,71     ,76     ,86     ,57     ,67     ,57     ,41     ,55     ,48     ,54     ,51     ,59     ,53
201204    ,513    ,372    ,525    ,735   ,1585     ,96     ,91    ,121    ,114    ,140     ,65     ,46     ,71     ,76     ,85     ,57     ,67     ,57     ,41     ,55     ,48     ,54     ,51     ,59     ,53
201205    ,513    ,370    ,524    ,733   ,1579     ,95     ,91    ,121    ,114    ,140     ,65     ,46     ,71     ,76     ,85     ,57     ,67     ,57     ,40     ,55     ,48     ,54     ,51     ,59     ,53
201206    ,511    ,370    ,523    ,729   ,1571     ,95     ,91    ,121    ,114    ,140     ,65     ,46     ,71     ,76     ,83     ,57     ,67     ,57     ,40     ,55     ,48     ,54     ,51     ,59     ,53
201207    ,480    ,394    ,566    ,806   ,1542     ,77     ,83     ,98    ,137    ,159     ,57     ,44     ,66     ,90     ,65     ,52     ,51     ,58     ,45     ,54     ,51     ,52     ,46     ,55     ,46
201208    ,477    ,392    ,564    ,803   ,1537     ,77     ,82     ,97    ,136    ,158     ,57     ,44     ,65     ,90     ,64     ,52     ,51     ,58     ,45     ,54     ,51     ,52     ,46     ,55     ,46
201209    ,472    ,391    ,560    ,801   ,1527     ,77     ,82     ,96    ,136    ,157     ,57     ,44     ,65     ,90     ,64     ,52     ,51     ,57     ,45     ,53     ,51     ,52     ,46     ,55     ,46
201210    ,471    ,389    ,560    ,796   ,1520     ,77     ,82     ,96    ,135    ,155     ,56     ,44     ,65     ,90     ,64     ,52     ,51     ,57     ,45     ,53     ,51     ,52     ,46     ,55     ,46
201211    ,469    ,387    ,559    ,793   ,1512     ,75     ,82     ,96    ,135    ,155     ,56     ,44     ,64     ,90     ,64     ,52     ,51     ,57     ,45     ,53     ,51     ,52     ,46     ,55     ,46
201212    ,469    ,387    ,555    ,790   ,1492     ,75     ,82     ,96    ,135    ,154     ,56     ,44     ,64     ,90     ,64     ,52     ,51     ,57     ,45     ,53     ,51     ,52     ,46     ,55     ,46
201301    ,463    ,385    ,547    ,785   ,1477     ,75     ,82     ,96    ,135    ,154     ,56     ,44     ,64     ,90     ,64     ,51     ,51     ,57     ,45     ,53     ,51     ,52     ,46     ,55     ,46
201302    ,463    ,383    ,546    ,782   ,1469     ,75     ,82     ,96    ,134    ,154     ,56     ,44     ,64     ,90     ,64     ,51     ,51     ,57     ,45     ,53     ,51     ,52     ,46     ,55     ,46
201303    ,462    ,382    ,544    ,779   ,1467     ,75     ,81     ,95    ,134    ,154     ,56     ,44     ,64     ,90     ,64     ,51     ,51     ,57     ,45     ,53     ,51     ,52     ,46     ,55     ,46
201304    ,460    ,377    ,543    ,774   ,1459     ,75     ,80     ,95    ,132    ,154     ,56     ,44     ,64     ,89     ,64     ,49     ,51     ,57     ,45     ,53     ,51     ,52     ,46     ,55     ,46
201305    ,458    ,376    ,541    ,771   ,1453     ,75     ,80     ,95    ,132    ,154     ,56     ,44     ,64     ,88     ,64     ,49     ,51     ,57     ,45     ,53     ,51     ,52     ,46     ,55     ,46
201306    ,457    ,374    ,536    ,767   ,1443     ,75     ,80     ,94    ,132    ,152     ,56     ,44     ,63     ,88     ,63     ,49     ,51     ,57     ,45     ,53     ,51     ,52     ,46     ,54     ,46
201307    ,456    ,372    ,522    ,707   ,1584     ,71     ,80     ,91    ,111    ,144     ,50     ,54     ,55     ,82     ,66     ,57     ,53     ,50     ,46     ,47     ,54     ,53     ,55     ,47     ,48
201308    ,455    ,371    ,520    ,703   ,1574     ,71     ,80     ,91    ,111    ,144     ,50     ,53     ,55     ,82     ,66     ,57     ,53     ,50     ,46     ,46     ,54     ,53     ,54     ,47     ,48
201309    ,452    ,370    ,519    ,701   ,1566     ,71     ,80     ,91    ,111    ,144     ,50     ,53     ,55     ,81     ,66     ,57     ,53     ,50     ,46     ,46     ,54     ,53     ,54     ,47     ,48
201310    ,451    ,369    ,518    ,701   ,1558     ,71     ,80     ,91    ,111    ,144     ,49     ,53     ,55     ,81     ,66     ,57     ,53     ,50     ,46     ,46     ,54     ,53     ,53     ,47     ,48
201311    ,448    ,369    ,515    ,700   ,1551     ,71     ,80     ,91    ,110    ,144     ,49     ,52     ,55     ,81     ,66     ,57     ,53     ,50     ,46     ,46     ,53     ,53     ,53     ,47     ,48
201312    ,447    ,367    ,513    ,699   ,1544     ,71     ,80     ,91    ,110    ,143     ,49     ,52     ,55     ,81     ,65     ,57     ,53     ,50     ,46     ,46     ,53     ,53     ,53     ,47     ,48
201401    ,443    ,367    ,512    ,696   ,1538     ,71     ,80     ,91    ,110    ,142     ,49     ,51     ,55     ,81     ,65     ,56     ,53     ,50     ,46     ,45     ,53     ,53     ,53     ,47     ,48
201402    ,443    ,365    ,512    ,692   ,1524     ,70     ,80     ,90    ,110    ,141     ,49     ,51     ,55     ,81     ,65     ,55     ,53     ,50     ,46     ,45     ,53     ,53     ,53     ,47     ,48
201403    ,442    ,364    ,509    ,691   ,1524     ,70     ,80     ,90    ,110    ,140     ,48     ,51     ,55     ,81     ,65     ,55     ,53     ,50     ,46     ,45     ,53     ,53     ,53     ,47     ,48
201404    ,438    ,362    ,505    ,688   ,1517     ,70     ,79     ,90    ,109    ,140     ,47     ,51     ,55     ,80     ,65     ,55     ,53     ,50     ,46     ,45     ,53     ,53     ,53     ,47     ,48
201405    ,434    ,361    ,504    ,682   ,1514     ,70     ,78     ,90    ,108    ,140     ,47     ,51     ,55     ,80     ,65     ,55     ,53     ,50     ,46     ,45     ,53     ,53     ,53     ,47     ,48
201406    ,433    ,360    ,501    ,677   ,1511     ,70     ,78     ,90    ,107    ,138     ,47     ,51     ,55     ,80     ,65     ,55     ,53     ,50     ,46     ,44     ,53     ,53     ,53     ,47     ,48
201407    ,504    ,400    ,460    ,635   ,1533     ,87     ,78    ,113    ,106    ,138     ,58     ,68     ,54     ,67     ,77     ,56     ,55     ,57     ,55     ,55     ,51     ,61     ,56     ,54     ,53
201408    ,500    ,399    ,457    ,629   ,1526     ,87     ,77    ,113    ,106    ,138     ,58     ,68     ,54     ,67     ,77     ,56     ,55     ,57     ,55     ,54     ,51     ,61     ,56     ,54     ,53
201409    ,499    ,398    ,455    ,625   ,1517     ,87     ,77    ,113    ,106    ,138     ,57     ,67     ,54     ,67     ,77     ,56     ,55     ,57     ,55     ,54     ,51     ,61     ,56     ,54     ,53
201410    ,498    ,396    ,454    ,624   ,1510     ,87     ,77    ,113    ,105    ,138     ,57     ,67     ,54     ,67     ,77     ,56     ,55     ,57     ,54     ,54     ,51     ,61     ,56     ,54     ,53
201411    ,494    ,395    ,450    ,624   ,1502     ,86     ,77    ,113    ,105    ,138     ,57     ,67     ,54     ,67     ,77     ,56     ,55     ,57     ,54     ,54     ,51     ,61     ,56     ,54     ,52
201412    ,493    ,394    ,448    ,621   ,1495     ,86     ,77    ,113    ,105    ,137     ,57     ,67     ,54     ,67     ,76     ,56     ,55     ,57     ,54     ,54     ,51     ,61     ,56     ,54     ,52
201501    ,490    ,393    ,448    ,617   ,1486     ,86     ,75    ,111    ,104    ,137     ,57     ,67     ,54     ,67     ,76     ,55     ,54     ,57     ,54     ,54     ,51     ,61     ,56     ,54     ,52
201502    ,484    ,391    ,448    ,614   ,1479     ,86     ,74    ,111    ,103    ,137     ,57     ,67     ,54     ,67     ,76     ,55     ,54     ,57     ,54     ,54     ,51     ,61     ,56     ,54     ,52
201503    ,481    ,390    ,442    ,610   ,1472     ,85     ,74    ,111    ,103    ,137     ,57     ,67     ,54     ,67     ,76     ,55     ,54     ,57     ,54     ,54     ,51     ,61     ,56     ,54     ,52
201504    ,477    ,389    ,440    ,607   ,1466     ,84     ,74    ,109     ,99    ,136     ,57     ,67     ,54     ,67     ,76     ,55     ,54     ,57     ,54     ,54     ,51     ,61     ,56     ,54     ,52
201505    ,474    ,387    ,434    ,602   ,1458     ,84     ,74    ,108     ,98    ,136     ,57     ,66     ,54     ,67     ,74     ,55     ,54     ,57     ,53     ,53     ,51     ,61     ,56     ,54     ,52
201506    ,472    ,387    ,432    ,600   ,1450     ,83     ,74    ,108     ,98    ,136     ,57     ,66     ,54     ,67     ,74     ,55     ,54     ,57     ,53     ,53     ,51     ,61     ,56     ,54     ,52
201507    ,439    ,400    ,522    ,640   ,1580     ,69     ,82    ,100    ,121    ,143     ,45     ,69     ,57     ,87     ,77     ,63     ,47     ,67     ,55     ,45     ,53     ,65     ,56     ,47     ,67
201508    ,437    ,398    ,520    ,637   ,1573     ,69     ,82    ,100    ,121    ,143     ,45     ,69     ,57     ,87     ,76     ,63     ,47     ,67     ,55     ,45     ,53     ,65     ,56     ,47     ,67
201509    ,437    ,396    ,518    ,636   ,1564     ,69     ,82     ,99    ,121    ,143     ,45     ,68     ,57     ,87     ,76     ,62     ,47     ,67     ,55     ,45     ,52     ,65     ,56     ,47     ,67
201510    ,435    ,393    ,518    ,635   ,1557     ,69     ,82     ,97    ,121    ,142     ,45     ,68     ,57     ,87     ,75     ,61     ,47     ,67     ,55     ,44     ,52     ,65     ,56     ,47     ,67
201511    ,434    ,392    ,515    ,632   ,1543     ,68     ,81     ,97    ,120    ,141     ,45     ,68     ,57     ,87     ,75     ,61     ,47     ,67     ,55     ,44     ,52     ,65     ,56     ,47     ,66
201512    ,432    ,389    ,513    ,629   ,1539     ,68     ,80     ,96    ,120    ,141     ,45     ,67     ,57     ,87     ,75     ,61     ,47     ,67     ,55     ,44     ,52     ,65     ,56     ,47     ,66
201601    ,429    ,389    ,511    ,625   ,1528     ,68     ,79     ,94    ,119    ,141     ,44     ,67     ,57     ,87     ,75     ,61     ,47     ,66     ,55     ,44     ,52     ,65     ,56     ,46     ,66
201602    ,428    ,388    ,511    ,624   ,1512     ,68     ,79     ,94    ,119    ,140     ,44     ,66     ,56     ,87     ,74     ,61     ,47     ,66     ,55     ,44     ,52     ,65     ,56     ,46     ,66
201603    ,427    ,386    ,509    ,621   ,1497     ,68     ,77     ,93    ,119    ,139     ,44     ,66     ,56     ,87     ,74     ,60     ,47     ,65     ,54     ,44     ,52     ,65     ,56     ,45     ,66
201604    ,424    ,385    ,505    ,620   ,1485     ,68     ,77     ,93    ,119    ,137     ,44     ,66     ,56     ,87     ,74     ,60     ,47     ,65     ,54     ,44     ,52     ,65     ,56     ,45     ,65
201605    ,422    ,384    ,504    ,618   ,1476     ,68     ,77     ,93    ,119    ,136     ,44     ,66     ,56     ,86     ,74     ,60     ,47     ,65     ,54     ,44     ,52     ,65     ,56     ,45     ,65
201606    ,421    ,382    ,501    ,617   ,1472     ,68     ,77     ,93    ,119    ,136     ,43     ,66     ,56     ,86     ,74     ,60     ,46     ,65     ,54     ,44     ,52     ,65     ,56     ,45     ,65
201607    ,498    ,413    ,455    ,666   ,1511     ,81     ,93     ,81    ,136    ,145     ,53     ,70     ,63     ,71     ,85     ,51     ,54     ,61     ,62     ,55     ,63     ,61     ,55     ,53     ,66
201608    ,496    ,409    ,452    ,665   ,1504     ,81     ,92     ,80    ,135    ,145     ,53     ,70     ,62     ,71     ,85     ,51     ,54     ,61     ,61     ,55     ,63     ,61     ,55     ,52     ,66
201609    ,493    ,409    ,450    ,663   ,1499     ,81     ,92     ,80    ,133    ,145     ,53     ,70     ,62     ,71     ,85     ,51     ,54     ,61     ,61     ,55     ,63     ,61     ,55     ,52     ,66
201610    ,491    ,408    ,449    ,659   ,1488     ,81     ,92     ,79    ,133    ,145     ,53     ,70     ,62     ,71     ,84     ,51     ,54     ,61     ,61     ,55     ,62     ,61     ,55     ,52     ,66
201611    ,487    ,407    ,446    ,657   ,1483     ,79     ,92     ,79    ,133    ,145     ,53     ,69     ,62     ,71     ,84     ,51     ,54     ,61     ,61     ,54     ,62     ,60     ,55     ,52     ,66
201612    ,486    ,405    ,443    ,657   ,1478     ,79     ,92     ,79    ,133    ,145     ,53     ,68     ,61     ,71     ,84     ,51     ,54     ,61     ,61     ,54     ,62     ,60     ,54     ,52     ,66
201701    ,481    ,402    ,438    ,655   ,1466     ,79     ,92     ,79    ,133    ,144     ,53     ,68     ,60     ,71     ,82     ,51     ,54     ,61     ,61     ,54     ,62     ,60     ,54     ,52     ,66
201702    ,479    ,402    ,434    ,653   ,1456     ,79     ,91     ,79    ,133    ,144     ,53     ,68     ,60     ,71     ,81     ,51     ,54     ,61     ,61     ,53     ,62     ,60     ,54     ,52     ,66
201703    ,478    ,400    ,431    ,648   ,1453     ,79     ,90     ,79    ,133    ,144     ,53     ,68     ,60     ,71     ,81     ,51     ,54     ,61     ,61     ,53     ,62     ,60     ,54     ,52     ,66
201704    ,476    ,399    ,431    ,647   ,1449     ,79     ,90     ,78    ,133    ,144     ,53     ,68     ,59     ,71     ,81     ,51     ,54     ,61     ,60     ,53     ,62     ,60     ,54     ,52     ,66
201705    ,476    ,399    ,431    ,645   ,1445     ,79     ,90     ,78    ,132    ,144     ,52     ,68     ,59     ,71     ,81     ,51     ,54     ,61     ,60     ,53     ,62     ,60     ,54     ,52     ,66
201706    ,476    ,398    ,427    ,644   ,1439     ,78     ,90     ,78    ,132    ,144     ,52     ,68     ,59     ,71     ,80     ,51     ,54     ,61     ,60     ,53     ,62     ,60     ,54     ,52     ,66
201707    ,610    ,407    ,509    ,567   ,1431    ,105     ,84    ,108    ,128    ,136     ,60     ,64     ,63     ,75     ,88     ,56     ,61     ,71     ,67     ,49     ,67     ,61     ,57     ,53     ,79
201708    ,608    ,405    ,508    ,562   ,1421    ,105     ,84    ,107    ,128    ,135     ,59     ,64     ,63     ,75     ,88     ,56     ,61     ,71     ,65     ,49     ,67     ,61     ,57     ,53     ,79
201709    ,605    ,405    ,508    ,555   ,1414    ,105     ,84    ,107    ,127    ,134     ,59     ,64     ,63     ,74     ,88     ,56     ,61     ,70     ,65     ,49     ,67     ,61     ,57     ,53     ,78
201710    ,604    ,404    ,505    ,554   ,1407    ,105     ,84    ,107    ,127    ,134     ,59     ,64     ,62     ,74     ,88     ,56     ,61     ,70     ,65     ,49     ,67     ,61     ,57     ,53     ,78
201711    ,604    ,403    ,503    ,552   ,1401    ,105     ,83    ,106    ,126    ,134     ,59     ,63     ,62     ,74     ,85     ,56     ,61     ,70     ,65     ,49     ,67     ,60     ,57     ,53     ,78
201712    ,603    ,403    ,501    ,551   ,1391    ,105     ,83    ,106    ,126    ,133     ,59     ,63     ,62     ,74     ,85     ,56     ,61     ,70     ,65     ,49     ,66     ,60     ,57     ,53     ,78
201801    ,601    ,402    ,501    ,550   ,1386    ,105     ,83    ,106    ,126    ,132     ,59     ,63     ,62     ,73     ,84     ,56     ,61     ,70     ,64     ,49     ,66     ,60     ,57     ,53     ,78
201802    ,597    ,402    ,499    ,548   ,1377    ,104     ,83    ,106    ,124    ,132     ,59     ,63     ,62     ,73     ,84     ,55     ,61     ,70     ,64     ,48     ,65     ,60     ,57     ,53     ,78
201803    ,596    ,399    ,497    ,547   ,1372    ,104     ,83    ,105    ,124    ,132     ,59     ,62     ,62     ,73     ,84     ,55     ,61     ,69     ,64     ,48     ,65     ,60     ,57     ,53     ,78
201804    ,595    ,398    ,497    ,547   ,1369    ,104     ,83    ,105    ,123    ,132     ,59     ,62     ,62     ,72     ,84     ,54     ,61     ,68     ,64     ,48     ,65     ,60     ,57     ,53     ,78
201805    ,593    ,396    ,496    ,544   ,1363    ,104     ,83    ,104    ,123    ,132     ,59     ,62     ,62     ,72     ,84     ,54     ,61     ,68     ,64     ,48     ,65     ,60     ,57     ,53     ,78
201806    ,591    ,395    ,496    ,541   ,1357    ,104     ,83    ,103    ,122    ,132     ,59     ,62     ,62     ,72     ,84     ,54     ,61     ,67     ,64     ,48     ,65     ,60     ,57     ,53     ,78
201807    ,634    ,406    ,544    ,768   ,1263    ,102     ,96    ,115    ,120    ,138     ,63     ,68     ,56     ,85     ,85     ,66     ,54     ,72     ,61     ,50     ,64     ,65     ,63     ,61     ,69
201808    ,634    ,405    ,542    ,766   ,1259    ,101     ,96    ,115    ,119    ,138     ,62     ,68     ,55     ,85     ,85     ,66     ,54     ,72     ,61     ,50     ,64     ,65     ,63     ,61     ,69
201809    ,631    ,405    ,540    ,763   ,1255    ,101     ,96    ,115    ,119    ,138     ,61     ,68     ,55     ,85     ,85     ,66     ,54     ,72     ,61     ,50     ,63     ,65     ,63     ,61     ,69
201810    ,630    ,405    ,540    ,761   ,1250    ,101     ,96    ,114    ,119    ,137     ,61     ,66     ,55     ,85     ,85     ,66     ,54     ,72     ,61     ,50     ,62     ,65     ,63     ,61     ,69
201811    ,629    ,403    ,535    ,760   ,1242    ,101     ,95    ,113    ,119    ,137     ,61     ,66     ,55     ,85     ,84     ,66     ,54     ,72     ,61     ,50     ,62     ,65     ,63     ,61     ,69
201812    ,627    ,400    ,533    ,756   ,1241    ,101     ,95    ,113    ,119    ,135     ,59     ,66     ,55     ,85     ,84     ,66     ,54     ,71     ,60     ,50     ,62     ,64     ,63     ,61     ,69
201901    ,627    ,399    ,533    ,752   ,1227    ,101     ,94    ,113    ,118    ,135     ,59     ,66     ,55     ,85     ,83     ,66     ,54     ,71     ,60     ,50     ,62     ,64     ,63     ,61     ,69
